OBJECTID,LABEL,LABEL_NEW,LABEL_FNL,COMP_A,RELATIONAB,COMP_B,RELATIONBC,COMP_C,RELATIONCD,COMP_D,PROCESS,COMMENTS,PARTCOV_A,BEDROCK_A,TEXTURE1_A,TEXTURE2_A,TEXTURE3_A,MATERIAL_A,QUALIFIERA,SUBTYPE_A,AGE_A,EXPRSN1_A,EXPRSN2_A,EXPRSN3_A,PARTCOV_B,BEDROCK_B,TEXTURE1_B,TEXTURE2_B,TEXTURE3_B,MATERIAL_B,QUALIFIERB,SUBTYPE_B,AGE_B,EXPRSN1_B,EXPRSN2_B,EXPRSN3_B,PARTCOV_C,BEDROCK_C,TEXTURE1_C,TEXTURE2_C,TEXTURE3_C,MATERIAL_C,QUALIFIERC,SUBTYPE_C,AGE_C,EXPRSN1_C,EXPRSN2_C,EXPRSN3_C,PARTCOV_D,BEDROCK_D,TEXTURE1_D,TEXTURE2_D,TEXTURE3_D,MATERIAL_D,QUALIFIERD,SUBTYPE_D,AGE_D,EXPRSN1_D,EXPRSN2_D,EXPRSN3_D,PROCESS_A,PRO_QUAL_A,PROCLASS1A,PROCLASS2A,PROCESS_B,PRO_QUAL_B,PROCLASS1B,PROCLASS2B,PROCESS_C,PRO_QUAL_C,PROCLASS1C,PROCLASS2C,CHECK_FIX,RANDOM_NO,ORIGNL_MAP,LABEL_TST,SHAPE_Length,SHAPE_Area
3011,R/Cb,RCb,R/dsmCbv,R,/,dsmCbv,,,,,,,,,,,,R,,,,,,,,,d,s,m,C,,,,b,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,14089.397676494683765,5270524.435519493184984
3012,Mv,Mv,zsbMvM,zsbMvM,,,,,,,,,,,z,s,b,M,,,M,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,7671.931183111194514,3823976.640620882157236
3013,A+Mx,AMx,gszFpft/dsmCa/zsdMpmrM,gszFpft,/,dsmCa,/,zsdMpmrM,,,,,,,g,s,z,F,,,,p,f,t,,,d,s,m,C,,,,a,,,,,z,s,d,M,,,M,p,m,r,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,33871.312420086636848,11171394.645451709628105
3014,Mb/Cb,Mb/Cb,zsdMbM/dsmCb,zsdMbM,/,dsmCb,,,,,,,,,z,s,d,M,,,M,b,,,,,d,s,m,C,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,21704.158247814069910,9445024.179111147299409
3015,A+Mx,AMx,gszFpft/dsmCa/zsdMpmrM,gszFpft,/,dsmCa,/,zsdMpmrM,,,,,,,g,s,z,F,,,,p,f,t,,,d,s,m,C,,,,a,,,,,z,s,d,M,,,M,p,m,r,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,22145.406657684608945,6194695.071256577968597
3016,Cb/Mb,Cb/Mb,dsmCb/zsdMbM,dsmCb,/,zsdMbM,,,,,,,,,d,s,m,C,,,,b,,,,,z,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,29163.555334384520393,14867449.215309074148536
3017,Mv/R,Mv/R,zsbMvM/R/rCv,zsbMvM,/,R,/,rCv,,,,,,,z,s,b,M,,,M,v,,,,,,,,R,,,,,,,,,r,,,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,9009.161900018965753,2436817.426546934992075
3018,Gr/Ap,Gr/Ap,sgFGrM/gszFp-THU,sgFGrM,/,gszFp,,,,,THU,,,,s,g,,F,G,,M,r,,,,,g,s,z,F,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,H,,,,U,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,44239.828270089805301,37918999.251955948770046
3019,Gr,Gr,sgFGrM-TH,sgFGrM,,,,,,,TH,,,,s,g,,F,G,,M,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,H,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,14864.455279166037144,7750229.165125091560185
3020,Cb/Mv,Cb/Mv,dsmCb/zsbMvM,dsmCb,/,zsbMvM,,,,,,,,,d,s,m,C,,,,b,,,,,z,s,b,M,,,M,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,17352.590739892246347,5724324.013770451769233
3021,A+Mx,AMx,gszFpft/dsmCa/zsdMpmrM,gszFpft,/,dsmCa,/,zsdMpmrM,,,,,,,g,s,z,F,,,,p,f,t,,,d,s,m,C,,,,a,,,,,z,s,d,M,,,M,p,m,r,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,30755.527133523919474,8593264.191598117351532
3022,R/Mv,R/Mv,R/rCv/zsbMvM,R,/,rCv,/,zsbMvM,,,,,,,,,,R,,,,,,,,,r,,,C,,,,v,,,,,z,s,b,M,,,M,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,8372.978505449616932,2183304.314095539506525
3023,Mb/Cb,Mb/Cb,zsdMbM/dsmCb,zsdMbM,/,dsmCb,,,,,,,,,z,s,d,M,,,M,b,,,,,d,s,m,C,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,21818.301049949688604,13547861.019874528050423
3024,R/Mv,R/Mv,R/rCv/zsbMvM,R,/,rCv,/,zsbMvM,,,,,,,,,,R,,,,,,,,,r,,,C,,,,v,,,,,z,s,b,M,,,M,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,9434.773272135940715,4548525.334415281191468
3025,Mb-c,Mb-C,zsdMbM-E,zsdMbM,,,,,,,E,,,,z,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,15618.990506197797004,7429786.193316800519824
3026,Mb-c,Mb-C,zsdMbM-E,zsdMbM,,,,,,,E,,,,z,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,24502.612749367577635,9079018.175442216917872
3027,Ap,Ap,gszFp-U,gszFp,,,,,,,U,,,,g,s,z,F,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,8063.485991824297344,2333547.495767758693546
3028,Gt,Gt,zsgFGtdM/czsLGpM-E,zsgFGtdM,/,czsLGpM,,,,,E,,,,z,s,g,F,G,,M,t,d,,,,c,z,s,L,G,,M,p,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,6200.874263051173330,1243772.425923908129334
3029,Gt,Gt,zsgFGtdM/czsLGpM-E,zsgFGtdM,/,czsLGpM,,,,,E,,,,z,s,g,F,G,,M,t,d,,,,c,z,s,L,G,,M,p,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,7848.743624532514332,2199168.775486372876912
3030,Cb/Mb-g,Cb/Mb-G,dsmCb/zsdMbM-V,dsmCb,/,zsdMbM,,,,,V,,,,d,s,m,C,,,,b,,,,,z,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,31271.624954849296046,17535534.628430828452110
3031,Mv/R,Mv/R,zsbMvM/R/rCv,zsbMvM,/,R,/,rCv,,,,,,,z,s,b,M,,,M,v,,,,,,,,R,,,,,,,,,r,,,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,14832.781765593337695,8589685.258987260982394
3032,R/CB,RCb,R/dsmCbv,R,/,dsmCbv,,,,,,,,,,,,R,,,,,,,,,d,s,m,C,,,,b,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,22854.014199149609340,10830226.899454245343804
3033,Mv/R,Mv/R,zsbMvM/R/rCv,zsbMvM,/,R,/,rCv,,,,,,,z,s,b,M,,,M,v,,,,,,,,R,,,,,,,,,r,,,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,5012.980657738381524,1515577.079488957766443
3034,R/Mh,R/Mh,R/rCv/szdMhM/gsFGhM-T,R,/,rCv,/,szdMhM,/,gsFGhM,T,,,,,,,R,,,,,,,,,r,,,C,,,,v,,,,,s,z,d,M,,,M,h,,,,,g,s,,F,G,,M,h,,,T,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,29156.830558105466480,17404992.042393408715725
3035,Cb/Mb,Cb/Mb,dsmCb/zsdMbM,dsmCb,/,zsdMbM,,,,,,,,,d,s,m,C,,,,b,,,,,z,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,15219.903163817290988,3560214.319960144814104
3036,R/Mv,R/Mv,R/rCv/zsbMvM,R,/,rCv,/,zsbMvM,,,,,,,,,,R,,,,,,,,,r,,,C,,,,v,,,,,z,s,b,M,,,M,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,2638.647461445592398,321615.900077756319661
3037,R/Mv,R/Mv,R/rCv/zsbMvM,R,/,rCv,/,zsbMvM,,,,,,,,,,R,,,,,,,,,r,,,C,,,,v,,,,,z,s,b,M,,,M,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,16140.459840523326420,7554642.338118318468332
3038,Mb,Mb,zsdMbM,zsdMbM,,,,,,,,,,,z,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,15552.384436688267670,6465766.334255949594080
3039,Mv/R,Mv/R,zsbMvM/R/rCv,zsbMvM,/,R,/,rCv,,,,,,,z,s,b,M,,,M,v,,,,,,,,R,,,,,,,,,r,,,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,13084.390800033781488,8135053.961544239893556
3040,Mb/Cb,Mb/Cb,zsdMbM/dsmCb,zsdMbM,/,dsmCb,,,,,,,,,z,s,d,M,,,M,b,,,,,d,s,m,C,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,9776.799489233144413,4300266.939158929511905
3041,A+Mx,AMx,gszFpft/dsmCa/zsdMpmrM,gszFpft,/,dsmCa,/,zsdMpmrM,,,,,,,g,s,z,F,,,,p,f,t,,,d,s,m,C,,,,a,,,,,z,s,d,M,,,M,p,m,r,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,7481.214827213662829,1373896.597143368562683
3042,Mv/R,Mv/R,zsbMvM/R/rCv,zsbMvM,/,R,/,rCv,,,,,,,z,s,b,M,,,M,v,,,,,,,,R,,,,,,,,,r,,,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,4966.542067923216564,1222737.934497780865058
3043,Mb-c,Mb-C,zsdMbM-E,zsdMbM,,,,,,,E,,,,z,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,29570.977354174861830,34142140.293686337769032
3044,Mv,Mv,zsbMvM,zsbMvM,,,,,,,,,,,z,s,b,M,,,M,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,11362.164482917014539,6939644.967746059410274
3045,Gx,Gx,gszFGhprM-T,gszFGhprM,,,,,,,T,,,,g,s,z,F,G,,M,h,p,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,22206.099933274785144,8255187.190972204320133
3046,Mh/Cb,Mh/Cb,szdMhM/gsFGhM/dsmCb-T,szdMhM,/,gsFGhM,/,dsmCb,,,T,,,,s,z,d,M,,,M,h,,,,,g,s,,F,G,,M,h,,,,,d,s,m,C,,,,b,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,8484.546670991378051,4322196.087929109111428
3047,Mv/Cb-g,Mv/Cb-G,zsbMvM/dsmCb-V,zsbMvM,/,dsmCb,,,,,V,,,,z,s,b,M,,,M,v,,,,,d,s,m,C,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,11993.995804363195930,7277586.072237576358020
3048,R,R,R/rCv,R,/,rCv,,,,,,,,,,,,R,,,,,,,,,r,,,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,2906.121778255972913,551552.118875162443146
3049,Mv/Lp,Mv/Lp,zsbMvM/czsLGpM,zsbMvM,/,czsLGpM,,,,,,,,,z,s,b,M,,,M,v,,,,,c,z,s,L,G,,M,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,17178.904558028865722,13493614.861386314034462
3050,Cb/Mb,Cb/Mb,dsmCb/zsdMbM,dsmCb,/,zsdMbM,,,,,,,,,d,s,m,C,,,,b,,,,,z,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,7755.095159129109561,3390154.625427986960858
3051,Mv/R,Mv/R,zsbMvM/R/rCv,zsbMvM,/,R,/,rCv,,,,,,,z,s,b,M,,,M,v,,,,,,,,R,,,,,,,,,r,,,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,7253.393143498358768,3100075.763471190351993
3052,Mb/O,Mb/O,zsdMbM/eOp,zsdMbM,/,eOp,,,,,,,,,z,s,d,M,,,M,b,,,,,e,,,O,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,37508.576673551513522,18974995.068261396139860
3053,R/Cb,RCb,R/dsmCbv,R,/,dsmCbv,,,,,,,,,,,,R,,,,,,,,,d,s,m,C,,,,b,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,15402.165361257208133,13847716.701603081077337
3054,Mv/R,Mv/R,zsbMvM/R/rCv,zsbMvM,/,R,/,rCv,,,,,,,z,s,b,M,,,M,v,,,,,,,,R,,,,,,,,,r,,,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,10067.646007647637816,6260810.476485319435596
3055,Mb/Cx,Mb/Cx,zsdMbM/dsmCh-LS,zsdMbM,/,dsmCh,,,,,LS,,,,z,s,d,M,,,M,b,,,,,d,s,m,C,,,,h,,,,,,,,,,,,,,,,,,,,,,,,,,,L,,,,S,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,23720.313230759435100,16710869.604130312800407
3056,Mb-c,Mb-C,zsdMbM-E,zsdMbM,,,,,,,E,,,,z,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,6607.870109425433839,1969750.159646307351068
3057,R/Cb,RCb,R/dsmCbv,R,/,dsmCbv,,,,,,,,,,,,R,,,,,,,,,d,s,m,C,,,,b,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,7368.646842026078048,3073974.740562513004988
3058,Mb-c/Lp,Mb/Lp-C,zsdMbM/czsLGpM-E,zsdMbM,/,czsLGpM,,,,,E,,,,z,s,d,M,,,M,b,,,,,c,z,s,L,G,,M,p,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,70888.707230352549232,104630334.565561950206757
3059,Gx,Gx,gszFGhprM-T,gszFGhprM,,,,,,,T,,,,g,s,z,F,G,,M,h,p,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,25997.264894033411110,18670681.941757470369339
3060,Cb/Mv,Cb/Mv,dsmCb/zsbMvM,dsmCb,/,zsbMvM,,,,,,,,,d,s,m,C,,,,b,,,,,z,s,b,M,,,M,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,28177.225964520348498,17910584.153216559439898
3061,R/Mv,R/Mv,R/rCv/zsbMvM,R,/,rCv,/,zsbMvM,,,,,,,,,,R,,,,,,,,,r,,,C,,,,v,,,,,z,s,b,M,,,M,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,17741.018580882424430,10620433.184206951409578
3062,R/Mv,R/Mv,R/rCv/zsbMvM,R,/,rCv,/,zsbMvM,,,,,,,,,,R,,,,,,,,,r,,,C,,,,v,,,,,z,s,b,M,,,M,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,21147.280900746416592,14523397.212573589757085
3063,Mb-c/Cb,Mb/Cb-C,zsdMbM/dsmCb-E,zsdMbM,/,dsmCb,,,,,E,,,,z,s,d,M,,,M,b,,,,,d,s,m,C,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,38487.000680679979268,19844655.088042441755533
3064,Mb,Mb,zsdMbM,zsdMbM,,,,,,,,,,,z,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,3829.137030724970828,466199.298005867865868
3065,Mb/Gh,Mb/Gh,zsdMbM/zsgFGhdM-TH,zsdMbM,/,zsgFGhdM,,,,,TH,,,,z,s,d,M,,,M,b,,,,,z,s,g,F,G,,M,h,d,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,H,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,10234.143839532840502,3818444.017832424957305
3066,Mb,Mb,zsdMbM,zsdMbM,,,,,,,,,,,z,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,4744.120363885331244,1084696.322266242466867
3067,R/Cb,RCb,R/dsmCbv,R,/,dsmCbv,,,,,,,,,,,,R,,,,,,,,,d,s,m,C,,,,b,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,20077.187117956655129,12768609.375472996383905
3068,R/Mv,R/Mv,R/rCv/zsbMvM,R,/,rCv,/,zsbMvM,,,,,,,,,,R,,,,,,,,,r,,,C,,,,v,,,,,z,s,b,M,,,M,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,6319.774979910189359,2102462.038281893823296
3069,Mv/R,Mv/R,zsbMvM/R/rCv,zsbMvM,/,R,/,rCv,,,,,,,z,s,b,M,,,M,v,,,,,,,,R,,,,,,,,,r,,,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,18301.977600935148075,15287136.782833848148584
3070,Cb/Mv,Cb/Mv,dsmCb/zsbMvM,dsmCb,/,zsbMvM,,,,,,,,,d,s,m,C,,,,b,,,,,z,s,b,M,,,M,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,92080.284341270424193,38704659.494396433234215
3071,Mb/R-g,Mb/R-G,zsdMbM/R/rCv-V,zsdMbM,/,R,/,rCv,,,V,,,,z,s,d,M,,,M,b,,,,,,,,R,,,,,,,,,r,,,C,,,,v,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,33415.601862993549730,21756331.198191568255424
3072,Af,Af,gszFf,gszFf,,,,,,,,,,,g,s,z,F,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,10553.156667734370785,5857569.881935640238225
3073,Mv/R,Mv/R,zsbMvM/R/rCv,zsbMvM,/,R,/,rCv,,,,,,,z,s,b,M,,,M,v,,,,,,,,R,,,,,,,,,r,,,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,13958.005607815315670,9417556.950972886756063
3074,A+Mx,AMx,gszFpft/dsmCa/zsdMpmrM,gszFpft,/,dsmCa,/,zsdMpmrM,,,,,,,g,s,z,F,,,,p,f,t,,,d,s,m,C,,,,a,,,,,z,s,d,M,,,M,p,m,r,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,3959.952654107701164,712624.362679248675704
3075,R/Cb,RCb,R/dsmCbv,R,/,dsmCbv,,,,,,,,,,,,R,,,,,,,,,d,s,m,C,,,,b,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,3149.260336598619233,577473.581585372681729
3076,Mv/Cb,Mv/Cb,zsbMvM/dsmCb,zsbMvM,/,dsmCb,,,,,,,,,z,s,b,M,,,M,v,,,,,d,s,m,C,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,15689.177872383712383,6629792.546161266043782
3077,Mv-c/R,Mv/R-C,zsbMvM/R/rCv-E,zsbMvM,/,R,/,rCv,,,E,,,,z,s,b,M,,,M,v,,,,,,,,R,,,,,,,,,r,,,C,,,,v,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,24761.646284317423124,14489849.353603696450591
3078,R/Mv,R/Mv,R/rCv/zsbMvM,R,/,rCv,/,zsbMvM,,,,,,,,,,R,,,,,,,,,r,,,C,,,,v,,,,,z,s,b,M,,,M,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,20592.317662749341252,5058612.687227346934378
3079,Mb-c/Lp,Mb/Lp-C,zsdMbM/czsLGpM-E,zsdMbM,/,czsLGpM,,,,,E,,,,z,s,d,M,,,M,b,,,,,c,z,s,L,G,,M,p,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,30497.130257716435153,28920295.301684338599443
3080,Mh/Cx,Mh/Cx,szdMhM/gsFGhM/dsmCh-TLS,szdMhM,/,gsFGhM,/,dsmCh,,,TLS,,,,s,z,d,M,,,M,h,,,,,g,s,,F,G,,M,h,,,,,d,s,m,C,,,,h,,,,,,,,,,,,,,,T,,,,L,,,,S,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,23043.963336847195023,12410220.977392705157399
3081,A+Mx,AMx,gszFpft/dsmCa/zsdMpmrM,gszFpft,/,dsmCa,/,zsdMpmrM,,,,,,,g,s,z,F,,,,p,f,t,,,d,s,m,C,,,,a,,,,,z,s,d,M,,,M,p,m,r,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,9759.059157563528061,2067616.858698526164517
3082,Mb,Mb,zsdMbM,zsdMbM,,,,,,,,,,,z,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,14037.864247707038885,4248591.373158374801278
3083,Mb,Mb,zsdMbM,zsdMbM,,,,,,,,,,,z,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,4718.500685028022417,1245967.342212463961914
3084,Mb-c,Mb-C,zsdMbM-E,zsdMbM,,,,,,,E,,,,z,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,26722.450041537507786,15614166.729878697544336
3085,Mb,Mb,zsdMbM,zsdMbM,,,,,,,,,,,z,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,6943.228348705461030,3297611.781787588726729
3086,R/Cb,RCb,R/dsmCbv,R,/,dsmCbv,,,,,,,,,,,,R,,,,,,,,,d,s,m,C,,,,b,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,12643.827554696905281,4239718.613814522512257
3087,R/Cb,RCb,R/dsmCbv,R,/,dsmCbv,,,,,,,,,,,,R,,,,,,,,,d,s,m,C,,,,b,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,8923.667090818549696,4774438.787326168268919
3088,Mh-s,Mh-S,szdMhM/gsFGhM-ST,szdMhM,/,gsFGhM,,,,,ST,,,,s,z,d,M,,,M,h,,,,,g,s,,F,G,,M,h,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,T,,,,,,,,,,"Morison & Klassen, 1997, Teslin, GSC Map 1891A",,10282.630978841682008,3959975.266925837844610
