OBJECTID,LABEL,LABEL_NEW,LABEL_FNL,COMP_A,RELATIONAB,COMP_B,RELATIONBC,COMP_C,RELATIONCD,COMP_D,PROCESS,COMMENTS,PARTCOV_A,BEDROCK_A,TEXTURE1_A,TEXTURE2_A,TEXTURE3_A,MATERIAL_A,QUALIFIERA,SUBTYPE_A,AGE_A,EXPRSN1_A,EXPRSN2_A,EXPRSN3_A,PARTCOV_B,BEDROCK_B,TEXTURE1_B,TEXTURE2_B,TEXTURE3_B,MATERIAL_B,QUALIFIERB,SUBTYPE_B,AGE_B,EXPRSN1_B,EXPRSN2_B,EXPRSN3_B,PARTCOV_C,BEDROCK_C,TEXTURE1_C,TEXTURE2_C,TEXTURE3_C,MATERIAL_C,QUALIFIERC,SUBTYPE_C,AGE_C,EXPRSN1_C,EXPRSN2_C,EXPRSN3_C,PARTCOV_D,BEDROCK_D,TEXTURE1_D,TEXTURE2_D,TEXTURE3_D,MATERIAL_D,QUALIFIERD,SUBTYPE_D,AGE_D,EXPRSN1_D,EXPRSN2_D,EXPRSN3_D,PROCESS_A,PRO_QUAL_A,PROCLASS1A,PROCLASS2A,PROCESS_B,PRO_QUAL_B,PROCLASS1B,PROCLASS2B,PROCESS_C,PRO_QUAL_C,PROCLASS1C,PROCLASS2C,CHECK_FIX,RANDOM_NO,ORIGNL_MAP,LABEL_TST,HAZ_RANK,POLY_NUM,SHAPE_Length,SHAPE_Area
2576,Cv.Tb,Cv/Tb,dszCv/msdMbM,dszCv,/,msdMbM,,,,,,dszCv.dmsMb,,,d,s,z,C,,,,v,,,,,m,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,4394.863079373375513,499014.384126619494054
2577,O,O,eOpv,eOpv,,,,,,,,O,,,e,,,O,,,,p,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,730.940834511390790,20351.975825934357999
2578,Gt,Gt,gszFGtM,gszFGtM,,,,,,,,gszFGt,,,g,s,z,F,G,,M,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,5308.737670562654785,232925.096093321102671
2579,Cv.R,Cv/R,dszCv/R,dszCv,/,R,,,,,,dszCv.R,,,d,s,z,C,,,,v,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,2005.583823228201481,72246.679058437308413
2580,Ax.Gx,AxGx,sgzFpf.dszCf/gszFGhM-RdT,sgzFpf,.,dszCf,/,gszFGhM,,,RdT,sgzFpf.gszFGh-T,,,s,g,z,F,,,,p,f,,,,d,s,z,C,,,,f,,,,,g,s,z,F,G,,M,h,,,,,,,,,,,,,,,R,,d,,T,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,2700.441050357450422,239333.201175032765605
2581,Tb,Tb,msdMbM,msdMbM,,,,,,,,dmsMb,,,m,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,664.500114156594691,17167.279808902614604
2582,Tb.Cv,Tb/Cv,msdMbM/dszCv,msdMbM,/,dszCv,,,,,,dmsMb.dszCv,,,m,s,d,M,,,M,b,,,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,3914.963045287538080,326524.009457204258069
2583,Tv,Tv,msdMvM,msdMvM,,,,,,,,dmsMv,,,m,s,d,M,,,M,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,5527.060971405933742,1513998.279561713570729
2584,Gt,Gt,gszFGtM,gszFGtM,,,,,,,,gszFGt,,,g,s,z,F,G,,M,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,1755.038012518957657,48564.368115455945372
2585,Ap.O,Ap/O,zsgFp/eOpv-U,zsgFp,/,eOpv,,,,,U,sgzFp.O,,,z,s,g,F,,,,p,,,,,e,,,O,,,,p,v,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,1701.355357933297455,166124.279092859098455
2586,Af,Af,sgFf.dszCf-Rd,sgFf,.,dszCf,,,,,Rd,sgzFf,,,s,g,,F,,,,f,,,,,d,s,z,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,783.612222332807505,30157.911728504812345
2587,Gx,Gx,gszFGhM/msdMbvhM/szcLGbM-T,gszFGhM,/,msdMbvhM,/,szcLGbM,,,T,gszFGh-T,,,g,s,z,F,G,,M,h,,,,,m,s,d,M,,,M,b,v,h,,,s,z,c,L,G,,M,b,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,2475.664310711692906,197734.256170194363222
2588,Tv.R,Tv/R,msdMvM/R,msdMvM,/,R,,,,,,dmsMv.R,,,m,s,d,M,,,M,v,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,11292.913740052021240,2717162.745221161283553
2589,Cv,Cv,dszCv,dszCv,,,,,,,,dszCv,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,3510.639772967797398,218757.185171244142111
2590,Tv.Tb,Tvb,msdMvbM,msdMvbM,,,,,,,,dmsMvb,,,m,s,d,M,,,M,v,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,7190.929881351445147,1998607.072125103324652
2591,R,R,R,R,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,609.876652826046893,9428.052443597705860
2592,O.Ap,O/Ap,eOpv/zsgFp-U,eOpv,/,zsgFp,,,,,U,O.sgzFp,,,e,,,O,,,,p,v,,,,z,s,g,F,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,2199.833770521005590,107593.792454259877559
2593,O,O,eOpv,eOpv,,,,,,,,O,,,e,,,O,,,,p,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,846.840776913489094,17657.620850555817015
2594,Cv.Ap,Cv/Ap,dszCv/zsgFp-U,dszCv,/,zsgFp,,,,,U,dszCv.sgzFp,,,d,s,z,C,,,,v,,,,,z,s,g,F,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,2722.941708583621221,61905.772759804000088
2595,Tv.R,Tv/R,msdMvM/R,msdMvM,/,R,,,,,,dmsMv.R,,,m,s,d,M,,,M,v,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,1066.480974570293711,52565.359928385267267
2596,Gt,Gt,gszFGtM,gszFGtM,,,,,,,,gszFGt,,,g,s,z,F,G,,M,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,1058.869856503584742,24888.433743420115206
2597,Cv.R,Cv/R,dszCv/R,dszCv,/,R,,,,,,dszCv.R,,,d,s,z,C,,,,v,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,733.942160063648657,25881.732518521763268
2598,R.Cv,R/Cv,R/dszCv,R,/,dszCv,,,,,,R.dszCv,,,,,,R,,,,,,,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,1626.835342775610798,63485.959147319772455
2599,O,O,eOpv,eOpv,,,,,,,,O,,,e,,,O,,,,p,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,1396.869076051374577,86931.818926506239222
2600,Cv,Cv,dszCv,dszCv,,,,,,,,dszCv,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,803.053434282952821,30108.128365864969965
2601,Ax,Ax,sgzFpf.dszCf-Rd,sgzFpf,.,dszCf,,,,,Rd,sgzFpf,,,s,g,z,F,,,,p,f,,,,d,s,z,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,5465.705680717049290,240694.188673807220766
2602,Gx.Cv,Gx/Cv,gszFGhM/msdMbvhM/szcLGbM/dszCv-T,gszFGhM,/,msdMbvhM,/,szcLGbM,/,dszCv,T,gszFGh.dszCv-T,,,g,s,z,F,G,,M,h,,,,,m,s,d,M,,,M,b,v,h,,,s,z,c,L,G,,M,b,,,,,d,s,z,C,,,,v,,,T,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,3513.578212767112291,227146.216069644753588
2603,Gx,Gx,gszFGhM/msdMbvhM/szcLGbM-T,gszFGhM,/,msdMbvhM,/,szcLGbM,,,T,gszFGh-T,,,g,s,z,F,G,,M,h,,,,,m,s,d,M,,,M,b,v,h,,,s,z,c,L,G,,M,b,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,756.324912264542604,14201.317515109605665
2604,R,R,R,R,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,351.441137863587301,4848.564095010437086
2605,R,R,R,R,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,160.307099105435611,1393.735838020552364
2606,Cv.R.Ap,Cv/R/Ap,dszCv/R/zsgFp-U,dszCv,/,R,/,zsgFp,,,U,dszCv.R.sgzFp,,,d,s,z,C,,,,v,,,,,,,,R,,,,,,,,,z,s,g,F,,,,p,,,,,,,,,,,,,,,U,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,2335.378123336860426,150962.959480132936733
2607,R,R,R,R,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,200.734402754084726,2100.114049960423927
2608,R.Cv,R/Cv,R/dszCv,R,/,dszCv,,,,,,R.dszCv,,,,,,R,,,,,,,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,559.040191782411966,17639.164020840216835
2609,Tv,Tv,msdMvM,msdMvM,,,,,,,,dmsMv,,,m,s,d,M,,,M,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,3528.380638184609779,524578.639602206414565
2610,Ca,Ca,dszCa,dszCa,,,,,,,,dszCa,,,d,s,z,C,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,1210.112110094038826,38837.524930172592576
2611,R,R,R,R,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,540.891576684759912,17852.793711444312066
2612,Gx,Gx,gszFGhM/msdMbvhM/szcLGbM-T,gszFGhM,/,msdMbvhM,/,szcLGbM,,,T,gszFGh-T,,,g,s,z,F,G,,M,h,,,,,m,s,d,M,,,M,b,v,h,,,s,z,c,L,G,,M,b,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,837.982693733414635,38122.383864083734807
2613,Gx,Gx,gszFGhM/msdMbvhM/szcLGbM-T,gszFGhM,/,msdMbvhM,/,szcLGbM,,,T,gszFGh-T,,,g,s,z,F,G,,M,h,,,,,m,s,d,M,,,M,b,v,h,,,s,z,c,L,G,,M,b,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,1332.465360773245493,36828.713229526532814
2614,Cv.R,Cv/R,dszCv/R,dszCv,/,R,,,,,,dszCv.R,,,d,s,z,C,,,,v,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,1633.758354360777503,62625.249977211416990
2615,Tv,Tv,msdMvM,msdMvM,,,,,,,,dmsMv,,,m,s,d,M,,,M,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,5729.742675910458274,961030.975427101133391
2616,R.Cv,R/Cv,R/dszCv,R,/,dszCv,,,,,,R.dszCv,,,,,,R,,,,,,,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,4634.116509601291909,866560.892688486492261
2617,Tb,Tb,msdMbM,msdMbM,,,,,,,,dmsMb,,,m,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,1638.967532866334523,88875.455125244916417
2618,R.Cv,R/Cv,R/dszCv,R,/,dszCv,,,,,,R.dszCv,,,,,,R,,,,,,,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,1372.942342793035778,36203.209287900543131
2619,R.Cv,R/Cv,R/dszCv,R,/,dszCv,,,,,,R.dszCv,,,,,,R,,,,,,,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,3236.859794033452545,260266.150446242536418
2620,Cv.Tb,Cv/Tb,dszCv/msdMbM,dszCv,/,msdMbM,,,,,,dszCv.dmsMb,,,d,s,z,C,,,,v,,,,,m,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,1639.972842165655948,105193.304446388705401
2621,Cv.R.Ap,Cv/R/Ap,dszCv/R/zsgFp-U,dszCv,/,R,/,zsgFp,,,U,dszCv.R.sgzFp,,,d,s,z,C,,,,v,,,,,,,,R,,,,,,,,,z,s,g,F,,,,p,,,,,,,,,,,,,,,U,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,2715.833147432132137,106359.123030931295943
2622,Cv.R,Cv/R,dszCv/R,dszCv,/,R,,,,,,dszCv.R,,,d,s,z,C,,,,v,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,768.078823693470781,25430.273390923426632
2623,R.Cv,R/Cv,R/dszCv,R,/,dszCv,,,,,,R.dszCv,,,,,,R,,,,,,,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,2345.872440629884295,202395.664294434856856
2624,Af,Af,sgFf.dszCf-Rd,sgFf,.,dszCf,,,,,Rd,sgzFf,,,s,g,,F,,,,f,,,,,d,s,z,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,756.485430855972481,36905.243418022335391
2625,Tb,Tb,msdMbM,msdMbM,,,,,,,,dmsMb,,,m,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,2221.316943792116035,299011.300791937508620
2626,Cv.Tv,Cv/Tv,dszCv/msdMvM,dszCv,/,msdMvM,,,,,,dszCv.dmsMv,,,d,s,z,C,,,,v,,,,,m,s,d,M,,,M,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,6499.028711798166114,929483.689408079138957
2627,O,O,eOpv,eOpv,,,,,,,,O,,,e,,,O,,,,p,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,1005.835775936121195,31436.739290135934425
2628,R.Cv,R/Cv,R/dszCv,R,/,dszCv,,,,,,R.dszCv,,,,,,R,,,,,,,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,879.654377784740859,55978.575951401369821
2629,O,O,eOpv,eOpv,,,,,,,,O,,,e,,,O,,,,p,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,1653.834870552936763,120234.085736457011080
2630,O,O,eOpv,eOpv,,,,,,,,O,,,e,,,O,,,,p,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,1013.478388776451766,34504.497388417374168
2631,R.Cv,R/Cv,R/dszCv,R,/,dszCv,,,,,,R.dszCv,,,,,,R,,,,,,,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,42638.276072263979586,24418093.804668486118317
2632,Tv.Tb,Tvb,msdMvbM,msdMvbM,,,,,,,,dmsMvb,,,m,s,d,M,,,M,v,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,3020.328804399145611,337630.316391957341693
2633,Tv.Tb,Tvb,msdMvbM,msdMvbM,,,,,,,,dmsMvb,,,m,s,d,M,,,M,v,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,57326.398869633863796,16236717.979238271713257
2634,Lb,Lb,szcLGbM,szcLGbM,,,,,,,,szcLGb,,,s,z,c,L,G,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,13800.222178890828218,4152097.270781359169632
2635,Ap-K,Ap-K,zsgFp-XtU,zsgFp,,,,,,,XtU,sgzFp-Xt,,,z,s,g,F,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,t,,U,,,,,,,,,6,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,6232.637236380382092,360704.230777595133986
2636,Cv.Lb,Cv/Lb,dszCv/szcLGbM,dszCv,/,szcLGbM,,,,,,dszCv.szcLGb,,,d,s,z,C,,,,v,,,,,s,z,c,L,G,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,8927.526255032953486,755607.545605333056301
2637,Lb,Lb,szcLGbM,szcLGbM,,,,,,,,szcLGb,,,s,z,c,L,G,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,8690.365149045401267,1053103.317804253427312
2638,Lv.Cv,Lv/Cv,szcLGvM/dszCv,szcLGvM,/,dszCv,,,,,,szcLGv.dszCv,,,s,z,c,L,G,,M,v,,,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,1663.847879509329914,116581.988846557680517
2639,Cv,Cv,dszCv,dszCv,,,,,,,,dszCv,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,962.792682688877676,36257.409745892749925
2640,Ap,Ap,zsgFp-U,zsgFp,,,,,,,U,sgzFp,,,z,s,g,F,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,,,,,,,,1,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,3110.427033619705071,115895.434149731532671
2641,Af,Af,sgFf.dszCf-Rd,sgFf,.,dszCf,,,,,Rd,sgzFf,,,s,g,,F,,,,f,,,,,d,s,z,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,2,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,690.828096026534126,21101.073915528209909
2642,Cv,Cv,dszCv,dszCv,,,,,,,,dszCv,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,2839.125527040426732,123513.572696742310654
2643,Af,Af,sgFf.dszCf-Rd,sgFf,.,dszCf,,,,,Rd,sgzFf,,,s,g,,F,,,,f,,,,,d,s,z,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,4,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,1341.898619105360012,126032.451879473213921
2644,Af,Af,sgFf.dszCf-Rd,sgFf,.,dszCf,,,,,Rd,sgzFf,,,s,g,,F,,,,f,,,,,d,s,z,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,5,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,1355.068180521915565,105221.853758170807851
2645,Ca.Lb,Ca/Lb,dszCa/szcLGbM,dszCa,/,szcLGbM,,,,,,dszCa.szcLGb,,,d,s,z,C,,,,a,,,,,s,z,c,L,G,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,1203.828348837805834,82431.020031940148328
2646,Af,Af,sgFf.dszCf-Rd,sgFf,.,dszCf,,,,,Rd,sgzFf,,,s,g,,F,,,,f,,,,,d,s,z,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,7,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,1967.873155002195517,235802.299509839038365
2647,Af,Af,sgFf.dszCf-Rd,sgFf,.,dszCf,,,,,Rd,sgzFf,,,s,g,,F,,,,f,,,,,d,s,z,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,8,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,1025.688478938670869,64094.233060985709017
2648,Ca.Lb,Ca/Lb,dszCa/szcLGbM,dszCa,/,szcLGbM,,,,,,dszCa.szcLGb,,,d,s,z,C,,,,a,,,,,s,z,c,L,G,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,1067.946997292976903,58395.010512569904677
2649,Cz,Cz-R,C-R,C,,,,,,,R,C-F,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,-1,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,2288.862260602174047,135923.166209285787772
2650,Ca,Ca,dszCa,dszCa,,,,,,,,dszCa,,,d,s,z,C,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,2306.548775275119169,96468.532521705346880
2651,Cv.Lb,Cv/Lb,dszCv/szcLGbM,dszCv,/,szcLGbM,,,,,,dszCv.szcLGb,,,d,s,z,C,,,,v,,,,,s,z,c,L,G,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,2433.990146815905064,120083.741084422887070
